Gene name,Gene stable ID
SEC1P,ENSG00000232871
RGS2,ENSG00000116741
SLC46A1,ENSG00000076351
CTB-96E2.10,ENSG00000277450
XXbac-BPG299F13.15,ENSG00000255726
IGKV2D-36,ENSG00000253127
RP11-673D15.7,ENSG00000256400
RP11-60A8.1,ENSG00000249743
RP11-456P18.2,ENSG00000229808
RP11-273P3.1,ENSG00000243171
RP11-34P13.18,ENSG00000279457
EP300,ENSG00000100393
EIF3KP2,ENSG00000233544
RP11-113E21.2,ENSG00000279910
LMO2,ENSG00000135363
RP11-483L5.1,ENSG00000255462
RP11-475D12.2,ENSG00000224504
RP11-255E6.6,ENSG00000273394
FMOD,ENSG00000122176
CPSF3,ENSG00000119203
RP11-17M16.2,ENSG00000265778
ST6GALNAC2,ENSG00000070731
RP13-81N3.2,ENSG00000256888
RP11-646J21.3,ENSG00000255169
GPC2,ENSG00000213420
AC079809.2,ENSG00000224104
TRAJ52,ENSG00000211838
TWISTNB,ENSG00000105849
AC091814.3,ENSG00000231560
RP11-272G22.3,ENSG00000229037
CLEC12B,ENSG00000256660
TMEM75,ENSG00000280055
HDAC4,ENSG00000068024
RP11-486B10.4,ENSG00000230638
ASNA1,ENSG00000198356
RP5-1011O1.2,ENSG00000232498
RP11-486B10.3,ENSG00000230881
TRIM51BP,ENSG00000204455
CCT5,ENSG00000150753
RP11-32B5.1,ENSG00000237161
RP11-217C7.1,ENSG00000249675
CDC42P1,ENSG00000234933
RP11-486A14.2,ENSG00000257252
TP53RK,ENSG00000172315
C9orf69,ENSG00000238227
TWIST2,ENSG00000233608
IGKV1-22,ENSG00000253578
LINC00092,ENSG00000225194
MTCYBP9,ENSG00000229935
RFX7,ENSG00000181827
RP5-905G11.3,ENSG00000233625
LMNA,ENSG00000160789
WDR82,ENSG00000164091
KIR2DL4,ENSG00000274609
KCND3-IT1,ENSG00000232558
RP11-728L1.1,ENSG00000253571
LINC00467,ENSG00000153363
RP5-991O23.1,ENSG00000253510
TACR1,ENSG00000115353
RPL23AP54,ENSG00000240486
CTB-152G17.5,ENSG00000270764
RP11-693J15.3,ENSG00000258262
PTGES3P2,ENSG00000217643
BTNL8,ENSG00000113303
RP11-547I7.1,ENSG00000225811
IGKV4-1,ENSG00000211598
CTD-2534I21.9,ENSG00000267788
RP11-1376P16.2,ENSG00000265678
TBL1XR1-AS1,ENSG00000231310
RP11-255M2.3,ENSG00000277654
APOB,ENSG00000084674
RP4-803A2.1,ENSG00000217644
CTD-2021H9.2,ENSG00000257454
RP11-191F9.3,ENSG00000278874
DNAJB5P1,ENSG00000230335
NF1P1,ENSG00000270831
RP3-521E19.3,ENSG00000257658
HCG23,ENSG00000228738
RP3-477O4.14,ENSG00000230155
RP5-896L10.1,ENSG00000232825
DEFB113,ENSG00000214642
TRGVB,ENSG00000231202
TRGC2,ENSG00000227191
DEFB133,ENSG00000214643
XXbac-BPG157A10.21,ENSG00000272217
ZNF777,ENSG00000196453
LHFPL3,ENSG00000187416
TTYH1,ENSG00000276537
PTP4A1P6,ENSG00000254727
RP11-403B2.10,ENSG00000274499
RP11-1C8.4,ENSG00000253477
RP11-75L1.6,ENSG00000256912
ARIH2,ENSG00000177479
CD69,ENSG00000110848
KCNAB1,ENSG00000169282
MPIG6B,ENSG00000231003
AC006026.13,ENSG00000234286
RP11-542P2.2,ENSG00000280262
RP11-441A11.1,ENSG00000228042
POLR3E,ENSG00000058600
SELENOW,ENSG00000178980
SNX3P1Y,ENSG00000278585
RP11-265D19.8,ENSG00000273988
TPM1,ENSG00000140416
PHBP4,ENSG00000230251
RP11-502I4.3,ENSG00000270964
RP11-1081M5.1,ENSG00000253369
RP11-1081M5.3,ENSG00000274295
TRAV15,ENSG00000258482
VN1R6P,ENSG00000174677
RP11-467L19.8,ENSG00000258488
SUN3,ENSG00000164744
RP4-800G7.1,ENSG00000239719
C2,ENSG00000231543
HSD17B1P1,ENSG00000108785
PIK3R5,ENSG00000141506
RP11-76I7.1,ENSG00000279588
CMTM8,ENSG00000170293
LINC01209,ENSG00000228308
PPM1G,ENSG00000115241
NIP7P1,ENSG00000232805
CTD-3162L10.3,ENSG00000266973
SYT6,ENSG00000134207
PDE4D,ENSG00000113448
KIAA1257,ENSG00000114656
RPL7L1P11,ENSG00000176970
RP4-631H13.5,ENSG00000237279
FTH1P8,ENSG00000219507
LINC01208,ENSG00000223715
HLA-DQB3,ENSG00000228684
RP11-809F4.4,ENSG00000271413
AC005033.6,ENSG00000233872
BRD2,ENSG00000230678
RP11-111E14.1,ENSG00000259351
KLRC2,ENSG00000205809
RPS15AP7,ENSG00000234088
HNRNPA1P10,ENSG00000214223
RP11-130L8.3,ENSG00000279307
CTC-479C5.6,ENSG00000263201
SCAMP2,ENSG00000140497
LINC00972,ENSG00000225128
NSUN5P2,ENSG00000106133
RP11-29B9.1,ENSG00000226376
RP11-271M24.2,ENSG00000260509
ULK4,ENSG00000168038
RPL23AP17,ENSG00000215893
MEIKIN,ENSG00000239642
RP11-244F12.1,ENSG00000259394
TTLL7-IT1,ENSG00000233061
GPX8,ENSG00000164294
RP11-426L16.9,ENSG00000261595
RGMA,ENSG00000182175
PUM2,ENSG00000055917
RP11-373N22.3,ENSG00000247199
RBBP7,ENSG00000102054
RPL12P49,ENSG00000230180
AKAP11,ENSG00000023516
SLC29A2,ENSG00000174669
RP11-867G23.8,ENSG00000255468
RP11-547C5.1,ENSG00000257849
DRAXINP1,ENSG00000225574
DANCR,ENSG00000226950
YKT6,ENSG00000106636
UQCC1,ENSG00000101019
RP11-122G18.7,ENSG00000215840
RP11-122G18.10,ENSG00000283360
CTD-3193O13.8,ENSG00000269139
RP11-122G18.11,ENSG00000283317
GS1-388B5.3,ENSG00000281785
ARHGEF4,ENSG00000136002
CTPS1,ENSG00000171793
NUTF2,ENSG00000102898
RP11-613F22.8,ENSG00000256588
RBM22P5,ENSG00000231137
KIF3A,ENSG00000131437
RP11-7N14.1,ENSG00000256403
HLA-DRB4,ENSG00000227826
GU182354.5,ENSG00000275245
BRF1,ENSG00000185024
EXOC6,ENSG00000138190
RP11-333E1.1,ENSG00000261879
CYCSP8,ENSG00000232503
EZH2,ENSG00000106462
THTPA,ENSG00000259431
SCIMP,ENSG00000161929
ACTR10,ENSG00000131966
OR5M14P,ENSG00000249081
KIR3DL1,ENSG00000278856
TRIM60,ENSG00000176979
KIR3DL2,ENSG00000275629
LINC00402,ENSG00000235532
RP3-380B8.4,ENSG00000233064
SLC25A48,ENSG00000145832
LINC00392,ENSG00000228295
ZNF620,ENSG00000177842
RP11-309J13.1,ENSG00000279754
LINC01651,ENSG00000279920
LEUTX,ENSG00000213921
RP11-26M5.2,ENSG00000253551
RP11-43N5.1,ENSG00000255970
RUNDC3A-AS1,ENSG00000267750
NKIRAS1,ENSG00000197885
SERPINF2,ENSG00000276838
INO80B,ENSG00000115274
HMGN2P47,ENSG00000259246
RP11-138H8.6,ENSG00000259744
RP11-802D6.1,ENSG00000264808
Z83844.1,ENSG00000233360
RGS9,ENSG00000108370
AC005176.2,ENSG00000268153
ZNRD1ASP,ENSG00000229653
CTD-2591A1.1,ENSG00000280159
KLHDC8B,ENSG00000185909
LRRC49,ENSG00000137821
RSL24D1P5,ENSG00000257664
GU182353.5,ENSG00000274971
MRPL40P1,ENSG00000256037
MAP2K7,ENSG00000076984
FAM76A,ENSG00000009780
PATJ,ENSG00000132849
SDCBPP3,ENSG00000232801
PCLO,ENSG00000186472
ZDHHC20P2,ENSG00000226732
HACE1,ENSG00000085382
POTEJ,ENSG00000222038
AC004006.2,ENSG00000228711
SLC33A1,ENSG00000169359
LINC02139,ENSG00000278214
CFC1B,ENSG00000152093
RAB11FIP3,ENSG00000090565
GGTA2P,ENSG00000237766
RP11-425D10.10,ENSG00000260273
PET100,ENSG00000229833
AC073621.2,ENSG00000227158
CCL20,ENSG00000115009
RP1-69E11.3,ENSG00000237131
POM121L10P,ENSG00000224124
CTD-2375G15.1,ENSG00000205644
CTD-2323K18.1,ENSG00000260269
DERA,ENSG00000023697
NPY2R,ENSG00000185149
SNRPD2P2,ENSG00000223982
RP11-51L5.2,ENSG00000239809
RP11-341G23.2,ENSG00000257737
HNRNPKP4,ENSG00000243547
RP11-598F17.2,ENSG00000271671
AC009134.1,ENSG00000262116
RP11-118N24.2,ENSG00000242911
RP11-626I20.3,ENSG00000257762
RP11-172C16.5,ENSG00000270204
VN2R17P,ENSG00000213014
AC006116.15,ENSG00000267429
RP13-895J2.10,ENSG00000279023
AC016751.3,ENSG00000235047
KHDRBS3,ENSG00000131773
ATP5BP1,ENSG00000231635
RPL21P91,ENSG00000224907
MRPS14,ENSG00000120333
PGAM1,ENSG00000171314
RP11-726G23.6,ENSG00000254342
DHX40,ENSG00000108406
RP11-533K11.1,ENSG00000230520
AC114814.3,ENSG00000235293
NDUFAF6,ENSG00000156170
RP11-234K24.6,ENSG00000278035
TLE6,ENSG00000104953
RP11-85I21.1,ENSG00000241884
RP11-367G12.1,ENSG00000280024
RP11-630I5.1,ENSG00000236111
RP11-141B14.1,ENSG00000270019
MRPS18AP1,ENSG00000229759
CEBPA-AS1,ENSG00000267296
RP11-983C2.1,ENSG00000255923
CTD-2540B15.7,ENSG00000267727
CEBPA,ENSG00000245848
C11orf58,ENSG00000110696
RP11-407A16.7,ENSG00000255998
AC006277.3,ENSG00000279452
RP11-321E2.2,ENSG00000284439
TBC1D3J,ENSG00000282656
RP11-166P13.4,ENSG00000263089
RP11-98G7.1,ENSG00000236947
RP11-26J3.1,ENSG00000249328
TMEM247,ENSG00000187600
ELAVL4,ENSG00000162374
KRR1,ENSG00000111615
CNNM4,ENSG00000158158
RP11-216B9.8,ENSG00000280474
CLUAP1,ENSG00000103351
AP000442.4,ENSG00000255008
FOXP2,ENSG00000128573
TSTA3,ENSG00000104522
PEG10,ENSG00000242265
RAMP2-AS1,ENSG00000197291
RAB2A,ENSG00000104388
TBC1D3H,ENSG00000277974
RP11-306O13.1,ENSG00000213121
RP5-944M2.4,ENSG00000256125
SCAMP1,ENSG00000085365
ASAH2,ENSG00000188611
DYNC1I2P1,ENSG00000225137
RP3-393E18.3,ENSG00000276413
SIGLECL1,ENSG00000179213
LINC02111,ENSG00000250822
CTD-3187F8.2,ENSG00000268595
RSL24D1P11,ENSG00000231544
TRBJ2-4,ENSG00000211768
SLC6A21P,ENSG00000269009
TBX1,ENSG00000184058
PPIHP1,ENSG00000230911
RP11-697E2.10,ENSG00000270322
NGRN,ENSG00000182768
RP11-353J17.3,ENSG00000231590
SGCE,ENSG00000127990
CTD-2037K23.1,ENSG00000251605
RP11-588P7.1,ENSG00000258419
RP11-232C2.2,ENSG00000258874
RP11-571F15.2,ENSG00000227383
C11orf57,ENSG00000150776
DSE,ENSG00000111817
SDHD,ENSG00000255292
RP3-486I3.7,ENSG00000237021
LIPJ,ENSG00000204022
AC002551.1,ENSG00000261736
WDR34,ENSG00000119333
RNLS,ENSG00000184719
RPL21P1,ENSG00000214760
LINC01085,ENSG00000248698
RP11-231N9.1,ENSG00000237971
CIB1,ENSG00000185043
RPL18A,ENSG00000105640
AC000111.4,ENSG00000237974
RP11-798K23.3,ENSG00000251545
PHLDA3,ENSG00000174307
RP1-228P16.7,ENSG00000226138
RP11-483E23.9,ENSG00000282731
LINC01843,ENSG00000251169
ARL2BPP5,ENSG00000254351
KLHL8,ENSG00000145332
SUDS3,ENSG00000111707
WBP2NL,ENSG00000183066
RPL3P9,ENSG00000240540
CTD-3064H18.4,ENSG00000180458
CTD-2374C24.1,ENSG00000253584
ARPC3P5,ENSG00000214027
HSD17B4,ENSG00000133835
MAP4,ENSG00000047849
KRTAP10-12,ENSG00000189169
LINC01013,ENSG00000228495
VPS26BP1,ENSG00000224895
TRBV11-3,ENSG00000276597
TM2D3,ENSG00000184277
RP1-92O14.6,ENSG00000229431
PARP6,ENSG00000137817
TIMM8AP1,ENSG00000231445
NDUFV1,ENSG00000167792
RP11-106M3.5,ENSG00000273025
RP11-23P13.6,ENSG00000174171
RP11-210L7.3,ENSG00000283052
CTD-2382E5.6,ENSG00000278493
RP11-578O24.2,ENSG00000254352
MRPL38,ENSG00000204316
CTA-398F10.2,ENSG00000254153
POLR2E,ENSG00000099817
RP11-3K16.2,ENSG00000242795
SIGLEC19P,ENSG00000267895
C6orf136,ENSG00000237100
MARCH8,ENSG00000165406
RP11-44D19.1,ENSG00000253376
CTD-3187F8.15,ENSG00000267990
LINC01916,ENSG00000264232
LINC00963,ENSG00000204054
PRELID3BP10,ENSG00000236105
OR5G3,ENSG00000241356
PLPPR3,ENSG00000282283
FUT9,ENSG00000172461
HIGD1AP18,ENSG00000253952
RP11-44M6.7,ENSG00000274272
WNT2,ENSG00000105989
AC139712.2,ENSG00000204993
AC002465.2,ENSG00000238202
RP11-478C19.2,ENSG00000258210
RP11-374I15.1,ENSG00000219549
MICD,ENSG00000232345
MCCD1P2,ENSG00000234970
HCG4P3,ENSG00000237884
CTA-109P11.1,ENSG00000235198
HCG4P5,ENSG00000235952
RP11-397E7.2,ENSG00000250202
MTCYBP21,ENSG00000224747
B3GNT4,ENSG00000176383
PYGM,ENSG00000068976
AC009236.2,ENSG00000231054
ATP1A4,ENSG00000132681
TNFRSF17,ENSG00000048462
ZNF519P4,ENSG00000249025
RP11-621L6.2,ENSG00000264365
ALOX5,ENSG00000012779
OR6V1,ENSG00000277378
CDCA8,ENSG00000134690
OR9P1P,ENSG00000282335
RP1-59D14.9,ENSG00000279872
RP11-361A23.3,ENSG00000257998
PKP4-AS1,ENSG00000204380
OR5M13P,ENSG00000166693
HLFP1,ENSG00000218194
RP11-552E20.1,ENSG00000227131
RP1-102G20.5,ENSG00000229531
KIAA0232,ENSG00000170871
AC006378.2,ENSG00000236861
RP11-560J1.2,ENSG00000271888
CEP78,ENSG00000148019
RP11-1103G16.1,ENSG00000257636
RP11-430H12.2,ENSG00000224570
ZBTB46-AS1,ENSG00000231208
AC117947.1,ENSG00000236440
TMEM184B,ENSG00000198792
ZNF654,ENSG00000175105
OR5AL2P,ENSG00000255466
FCF1P3,ENSG00000239997
SLC26A10,ENSG00000135502
DNTT,ENSG00000107447
SERINC2,ENSG00000168528
AC027124.2,ENSG00000223398
TREX2,ENSG00000183479
MOS,ENSG00000172680
PHKB,ENSG00000102893
RP11-495K9.2,ENSG00000279746
GPR152,ENSG00000175514
RP11-457I16.4,ENSG00000262974
AJ003147.8,ENSG00000262521
RP11-473M20.16,ENSG00000261889
AFDN-AS1,ENSG00000198221
RP11-605F22.2,ENSG00000259235
OR11A1,ENSG00000223898
RP11-25H12.1,ENSG00000249413
RP11-52B19.10,ENSG00000255459
TMEM179B,ENSG00000185475
RP11-391L3.3,ENSG00000279476
RS1,ENSG00000102104
CTA-286B10.8,ENSG00000282041
LINC01596,ENSG00000281015
AF146191.4,ENSG00000281543
RP11-82L7.4,ENSG00000259223
NT5C3AP1,ENSG00000213492
POLR2G,ENSG00000168002
RP11-595O22.1,ENSG00000279099
RP11-80B9.4,ENSG00000230015
RP11-76C10.5,ENSG00000256151
AC006499.7,ENSG00000251296
LINC01978,ENSG00000262188
EPPK1,ENSG00000261150
RP11-24F11.2,ENSG00000223552
RP11-467I20.2,ENSG00000224359
RP3-461F17.1,ENSG00000239701
RP11-385D13.3,ENSG00000266538
AC007952.5,ENSG00000228157
STMN3,ENSG00000197457
CDRT4,ENSG00000239704
RP11-1023L17.2,ENSG00000215156
TCF4-AS1,ENSG00000267028
ZNF518A,ENSG00000177853
MAP2K2,ENSG00000126934
CTD-2060C23.1,ENSG00000250071
CCDC175,ENSG00000151838
STK19,ENSG00000226257
RP11-320P11.1,ENSG00000203647
AC067969.2,ENSG00000268055
CA9,ENSG00000107159
NRM,ENSG00000206484
CTD-2275D24.1,ENSG00000251041
MRPL15P1,ENSG00000259441
RP11-169E6.3,ENSG00000259983
CDYLP1,ENSG00000224039
RPSAP45,ENSG00000219773
MESP1,ENSG00000166823
MZT1P2,ENSG00000271404
RP11-365F18.1,ENSG00000228360
RP11-459F6.3,ENSG00000260927
KBTBD3,ENSG00000182359
CHCHD2P2,ENSG00000215006
ACTR2,ENSG00000138071
CCNE1,ENSG00000105173
CTD-2591A6.2,ENSG00000257869
LILRB2,ENSG00000274513
TIGD6,ENSG00000164296
RP11-751H17.1,ENSG00000265844
MSANTD4,ENSG00000170903
RPL13P6,ENSG00000213176
AC006372.6,ENSG00000233191
RP11-800A3.2,ENSG00000215841
AC006372.5,ENSG00000223872
RP11-1212A22.4,ENSG00000233024
AC138623.1,ENSG00000223977
FBXL14,ENSG00000171823
LINC01416,ENSG00000260930
RP11-305O6.4,ENSG00000276853
LLNLF-136C3.1,ENSG00000277766
RP11-20J15.3,ENSG00000229116
CTD-2036A2.1,ENSG00000278994
RP3-412A9.12,ENSG00000235573
MFN1,ENSG00000171109
CASP1,ENSG00000137752
RP11-90P13.1,ENSG00000282781
RP11-177F15.1,ENSG00000231877
SLC16A10,ENSG00000112394
RP11-136B18.2,ENSG00000234464
CEL,ENSG00000170835
CORO7-PAM16,ENSG00000278760
HRK,ENSG00000135116
CALY,ENSG00000130643
UNK,ENSG00000132478
RP11-164A6.1,ENSG00000260933
ZNF185,ENSG00000147394
RP11-221J22.2,ENSG00000241280
LINC02085,ENSG00000214407
FAM170B-AS1,ENSG00000234736
HNRNPUL2,ENSG00000214753
RP4-675C20.4,ENSG00000279513
RP11-766N7.3,ENSG00000255693
RP11-722E23.2,ENSG00000272338
GTF2H3,ENSG00000111358
IGLC3,ENSG00000211679
RP11-257A22.1,ENSG00000251055
XXcos-LUCA11.5,ENSG00000272104
RP11-47J17.3,ENSG00000254688
RP11-26C10.1,ENSG00000248847
RP11-193H5.9,ENSG00000283174
PRR7-AS1,ENSG00000246334
MTCO1P42,ENSG00000230327
FAM90A6P,ENSG00000248944
PRR23D1,ENSG00000255251
MAPK11,ENSG00000185386
BLOC1S5,ENSG00000188428
ZNF585B,ENSG00000245680
RP11-936I5.1,ENSG00000266998
STMN1P1,ENSG00000276058
SLK,ENSG00000065613
C4B-AS1,ENSG00000223661
TIMP2,ENSG00000035862
C12orf49,ENSG00000111412
RP11-456A14.1,ENSG00000250013
LINC02025,ENSG00000242339
CXorf65,ENSG00000204165
RCOR1,ENSG00000089902
DHX9P1,ENSG00000228002
PCAT4,ENSG00000251321
RP11-497G19.7,ENSG00000275898
OR5AS1,ENSG00000181785
OR5F2P,ENSG00000182365
CTB-147C22.6,ENSG00000279676
AC105402.2,ENSG00000228848
LENG8-AS1,ENSG00000226696
LRRC10,ENSG00000198812
TGS1,ENSG00000137574
RP11-216B9.6,ENSG00000228395
EXOSC3,ENSG00000107371
RP11-391J2.3,ENSG00000228553
MICALCL,ENSG00000133808
NOL6,ENSG00000165271
PROP1,ENSG00000175325
GS1-279B7.2,ENSG00000273004
RP5-849L7.1,ENSG00000236365
MIR202HG,ENSG00000166917
LINC01555,ENSG00000180869
PLCE1,ENSG00000138193
MYLK-AS2,ENSG00000250174
RPL32P3,ENSG00000251474
RP11-21K12.2,ENSG00000279500
NCR1,ENSG00000275156
ZNF883,ENSG00000228623
MTCO3P45,ENSG00000232128
RP11-553N19.1,ENSG00000257025
ZFP37,ENSG00000136866
LIMS1,ENSG00000169756
BIRC3,ENSG00000023445
TMEM132C,ENSG00000181234
CTD-2313N18.7,ENSG00000225805
DOLK,ENSG00000175283
TPH2,ENSG00000139287
TRHDE-AS1,ENSG00000236333
GTF2A2,ENSG00000140307
SLC39A7,ENSG00000227402
RP11-864G5.3,ENSG00000254422
RP11-820K3.2,ENSG00000225349
AP001063.1,ENSG00000260256
EPHA2,ENSG00000142627
RP11-141M3.6,ENSG00000273328
RP11-748H22.1,ENSG00000254506
HNRNPA1P22,ENSG00000236459
PGR-AS1,ENSG00000282728
STXBP1,ENSG00000136854
VDAC1,ENSG00000213585
NOM1,ENSG00000146909
HEPACAM2,ENSG00000188175
PAQR6,ENSG00000160781
E2F6P1,ENSG00000234764
FOSB,ENSG00000125740
RP11-178L8.6,ENSG00000280419
LINC01015,ENSG00000224446
RP11-272K23.3,ENSG00000257429
RP3-453C12.15,ENSG00000277022
RP11-118B18.3,ENSG00000283376
CTC-296K1.4,ENSG00000267405
RPL7AP3,ENSG00000256243
ADCK2,ENSG00000133597
RP11-388E23.3,ENSG00000258887
SYNJ2BP-COX16,ENSG00000258644
IRX3,ENSG00000177508
RP11-192H23.4,ENSG00000258472
GNL3LP1,ENSG00000215032
HLA-L,ENSG00000243492
OR14J1,ENSG00000237777
TRIM31,ENSG00000204616
C19orf67,ENSG00000188032
TRMT10C,ENSG00000174173
RP1-302D9.1,ENSG00000228622
RAB11FIP5,ENSG00000135631
UFM1,ENSG00000120686
NOXRED1,ENSG00000165555
PEX13,ENSG00000162928
RP11-264B17.5,ENSG00000261552
RP11-93G5.1,ENSG00000274317
OR4A15,ENSG00000181958
RP4-784A16.3,ENSG00000225030
DAGLB,ENSG00000164535
RPL7P23,ENSG00000244363
RP13-560N11.1,ENSG00000249219
LINC00202-1,ENSG00000283709
RP11-540B6.6,ENSG00000270015
DFNA5,ENSG00000105928
TMED1,ENSG00000099203
ATP5C1P1,ENSG00000224004
AC015849.2,ENSG00000282498
AC114730.7,ENSG00000234793
POM121L1P,ENSG00000183169
CDK13,ENSG00000065883
DEPDC1B,ENSG00000035499
AC019185.4,ENSG00000231896
C4BPA,ENSG00000123838
RP11-164O23.8,ENSG00000275392
ZC3H4,ENSG00000130749
DEFA8P,ENSG00000223629
RP11-641A6.5,ENSG00000257616
MEI4,ENSG00000269964
RECQL5,ENSG00000108469
HTR1B,ENSG00000135312
RP11-90P16.2,ENSG00000258622
RP11-685N10.1,ENSG00000255893
DAXX,ENSG00000206279
LINC01778,ENSG00000223382
USP9X,ENSG00000124486
CTB-180A7.6,ENSG00000269444
OR10T1P,ENSG00000203758
SELENOS,ENSG00000131871
RP3-430N8.10,ENSG00000269972
RP11-35J1.1,ENSG00000236635
RASSF3,ENSG00000153179
TICAM1,ENSG00000127666
FN3KRP,ENSG00000141560
FRG1KP,ENSG00000280286
LAPTM5,ENSG00000162511
RP11-147L13.11,ENSG00000278730
NPY,ENSG00000122585
SLC9B1P2,ENSG00000214329
MATN1-AS1,ENSG00000186056
RBM33,ENSG00000184863
RP11-556G22.3,ENSG00000280838
RP11-556G22.2,ENSG00000281470
CTD-2298J14.2,ENSG00000258636
RIMKLB,ENSG00000166532
HMGB1P1,ENSG00000124097
RP3-357I16.1,ENSG00000231251
CTD-2270N23.1,ENSG00000213862
UBL5P2,ENSG00000266282
RP11-687E1.2,ENSG00000276174
RP11-282O18.7,ENSG00000269980
RP11-1072C15.4,ENSG00000267160
ARHGAP22-IT1,ENSG00000248682
PPP1R26P3,ENSG00000275060
RP11-2H8.3,ENSG00000257991
RP11-347H15.5,ENSG00000255042
OR4C45,ENSG00000260811
SLC30A5,ENSG00000145740
LINC00229,ENSG00000234300
CTD-2162K18.4,ENSG00000267260
CTD-2009A10.1,ENSG00000260848
RP11-44L9.2,ENSG00000260687
RP11-175D17.3,ENSG00000236643
AC005336.4,ENSG00000267056
IGLVIV-53,ENSG00000253935
FAM166AP1,ENSG00000277099
CCDC11P1,ENSG00000251515
USP17L16P,ENSG00000250231
RP3-406A7.3,ENSG00000220660
AC005753.1,ENSG00000278925
RP3-342P20.2,ENSG00000228477
RP11-932O9.9,ENSG00000269930
RP11-932O9.10,ENSG00000269974
MTCO1P56,ENSG00000220340
CTC-498J12.1,ENSG00000250237
GIMAP8,ENSG00000171115
MFSD2A,ENSG00000168389
PP7080,ENSG00000188242
SUMO2P4,ENSG00000249183
LILRB4,ENSG00000278555
PSG8,ENSG00000124467
RP11-503C24.2,ENSG00000237987
ZSCAN22,ENSG00000182318
EXOC3-AS1,ENSG00000221990
AC006380.3,ENSG00000231418
AC068492.1,ENSG00000237262
RP11-174O3.1,ENSG00000240882
ADGRE5,ENSG00000123146
RPSAP2,ENSG00000248563
RP11-299G20.2,ENSG00000259172
RP11-527L4.5,ENSG00000282199
RPL5P17,ENSG00000243859
GJB4,ENSG00000189433
MTND6P15,ENSG00000225723
AC093627.9,ENSG00000282662
RP11-7M8.2,ENSG00000256811
GJB3,ENSG00000188910
ZNF397,ENSG00000186812
IGLC2,ENSG00000211677
AC114730.2,ENSG00000235151
AC084193.1,ENSG00000230975
HMGN3,ENSG00000118418
HMGN3-AS1,ENSG00000270362
FAM183A,ENSG00000186973
ARHGEF19,ENSG00000142632
RP11-509M23.1,ENSG00000214853
FZD10-AS1,ENSG00000250208
ISCA1,ENSG00000135070
AC097463.1,ENSG00000226366
AKT3,ENSG00000117020
DEFB106B,ENSG00000187082
NOVA1-AS1,ENSG00000257842
EDIL3,ENSG00000164176
CTC-336P14.1,ENSG00000271228
RP11-497G19.1,ENSG00000257883
NPC1L1,ENSG00000015520
UGT8,ENSG00000174607
LINC00173,ENSG00000196668
CTD-2315A10.1,ENSG00000258996
RP11-116O18.3,ENSG00000267193
NAT14,ENSG00000090971
IGLV4-3,ENSG00000211672
RP11-757C15.4,ENSG00000255296
C2,ENSG00000226560
LINC01771,ENSG00000225675
DACT1,ENSG00000165617
RP11-104F15.9,ENSG00000280401
RP11-753B7.2,ENSG00000255838
CLOCK,ENSG00000134852
CACNG2,ENSG00000166862
SLC25A51,ENSG00000122696
RAD50,ENSG00000113522
SLC34A1,ENSG00000131183
RPL13AP5,ENSG00000236552
RP11-380D11.2,ENSG00000260926
ACOD1,ENSG00000102794
ZC3HAV1,ENSG00000105939
SEPT9,ENSG00000184640
NPC2,ENSG00000119655
LILRB5,ENSG00000274311
RP11-9N20.3,ENSG00000273123
HMGB1P48,ENSG00000234379
MYLK-AS1,ENSG00000239523
CATSPER4,ENSG00000188782
RP13-653N12.1,ENSG00000256551
RP11-749H20.3,ENSG00000255757
DEFB108B,ENSG00000184276
RP11-749H20.1,ENSG00000256922
RP5-1071N3.1,ENSG00000231105
RP11-347I19.7,ENSG00000274292
IGLV2-23,ENSG00000211660
MRPS21,ENSG00000266472
RP11-190J1.3,ENSG00000224817
EIF3J-AS1,ENSG00000179523
RNF41,ENSG00000181852
SCAI,ENSG00000173611
EFTUD2,ENSG00000108883
IGLV3-24,ENSG00000253822
RP11-267N12.1,ENSG00000232892
RP11-361D15.2,ENSG00000259238
OR1X5P,ENSG00000214351
CYP11B2,ENSG00000179142
CTD-2666L21.2,ENSG00000234750
LINC01532,ENSG00000267014
RP3-512B11.3,ENSG00000261189
RBM4B,ENSG00000173914
LINC01805,ENSG00000223863
RPS17P1,ENSG00000223769
RP1-67A8.3,ENSG00000234206
ANKRD9,ENSG00000156381
SMG6-IT1,ENSG00000278941
RP11-561B11.2,ENSG00000258790
RASA3,ENSG00000185989
OR5D14,ENSG00000186113
ADAM20P1,ENSG00000259158
CEP170,ENSG00000143702
DFFA,ENSG00000160049
RP11-667K14.10,ENSG00000279562
TRUB1,ENSG00000165832
ORAI1,ENSG00000276045
RPS3AP41,ENSG00000239481
OR4P4,ENSG00000181927
NDUFB2,ENSG00000090266
RP11-213G2.2,ENSG00000230303
SUCLG2P2,ENSG00000236349
AC114752.1,ENSG00000238012
TMEM236,ENSG00000148483
RP11-388E23.2,ENSG00000258464
ITGA4,ENSG00000115232
FOXC2-AS1,ENSG00000260944
FOXC2,ENSG00000176692
AC010894.3,ENSG00000226853
RP11-56B16.1,ENSG00000259632
AP001062.8,ENSG00000241728
MORN2,ENSG00000188010
RP11-201O14.1,ENSG00000237329
C15orf39,ENSG00000167173
OTOGL,ENSG00000165899
TAF9BP2,ENSG00000215760
NEUROD1,ENSG00000162992
IARS,ENSG00000196305
HSPD1P14,ENSG00000227000
SHISA7,ENSG00000187902
DEFB124,ENSG00000180383
CASC4,ENSG00000166734
